Incident Number,Incident Type,Mental Health Flag,Priority Level,Response Datetime,Response Day of Week,Response Hour,First Unit Arrived Datetime,Call Closed Datetime,Sector,Initial Problem Description,Initial Problem Category,Final Problem Description,Final Problem Category,Number of Units Arrived,Unit Time on Scene,Call Disposition Description,Report Written Flag,Response Time,Officer Injured/Killed Count,Subject Injured/Killed Count,Other Injured/Killed Count,Geo ID,Census Block Group,Council District
230270441,Dispatched Incident,Not Mental Health Incident,Priority 3,1/27/2023 9:27,Fri,9.0,1/27/2023 10:17,1/27/2023 10:39,Ida,Service,Other,Service,Other,1.0,1324.0,No Report,No,3186.0,0.0,0.0,0.0,484530000000.0,4530015034.0,4.0
221800417,Dispatched Incident,Not Mental Health Incident,Priority 1,6/29/2022 9:18,Wed,9.0,6/29/2022 9:22,6/29/2022 9:26,Henry,Shots Fired,Shoot/Stab,Shots Fired,Shoot/Stab,1.0,266.0,Unable To Locate,No,224.0,0.0,0.0,0.0,484530000000.0,4530023043.0,3.0
220880825,Dispatched Incident,Not Mental Health Incident,Priority 2,3/29/2022 15:03,Tue,15.0,3/29/2022 15:21,3/29/2022 15:26,Charlie,Trespass Urgent,Trespassing,Trespass Urgent,Trespassing,1.0,272.0,Unable To Locate,No,1114.0,0.0,0.0,0.0,484530000000.0,4530009021.0,3.0
231141443,Dispatched Incident,Not Mental Health Incident,Priority 0,4/24/2023 23:48,Mon,23.0,4/24/2023 23:55,4/25/2023 1:01,Ida,Check Welfare Urgent,Welfare Check,Assist Ems,Assistance,3.0,8025.0,No Report,No,412.0,0.0,0.0,0.0,484530000000.0,4530405002.0,7.0
240380761,Dispatched Incident,Not Mental Health Incident,Priority 2,2/7/2024 14:39,Wed,14.0,2/7/2024 15:02,2/7/2024 15:51,David,Trespass Urgent,Trespassing,Trespass Urgent,Trespassing,1.0,2913.0,Report Written,Yes,1452.0,0.0,0.0,0.0,484530000000.0,4530024031.0,3.0
232320397,Dispatched Incident,Not Mental Health Incident,Priority 0,8/20/2023 7:05,Sun,7.0,8/20/2023 7:09,8/20/2023 7:47,Ida,Prowler Hs,Suspicious Things,Prowler Hs,Suspicious Things,3.0,6381.0,Report Written,Yes,276.0,0.0,0.0,0.0,484530000000.0,4530434002.0,4.0
212090891,Dispatched Incident,Not Mental Health Incident,Priority 0,7/28/2021 15:11,Wed,15.0,7/28/2021 15:19,7/28/2021 16:09,Henry,Traffic Hazard Hs,Traffic Stop/Hazard,Traffic Hazard Hs,Traffic Stop/Hazard,2.0,5912.0,No Report,No,533.0,0.0,0.0,0.0,484530000000.0,4530024481.0,2.0
232940142,Dispatched Incident,Not Mental Health Incident,Priority 3,10/21/2023 1:24,Sat,1.0,10/21/2023 1:45,10/21/2023 2:12,David,Doc / C.o. Violation,Disorderly Conduct,Doc / C.o. Violation,Disorderly Conduct,1.0,1597.0,No Report,No,1330.0,0.0,0.0,0.0,484530000000.0,4530020062.0,3.0
231120968,Dispatched Incident,Not Mental Health Incident,Priority 2,4/22/2023 15:08,Sat,15.0,4/22/2023 15:17,4/22/2023 15:22,Frank,Shots Fired,Shoot/Stab,Shots Fired,Shoot/Stab,1.0,329.0,Unable To Locate,No,543.0,0.0,0.0,0.0,484530000000.0,4530317001.0,5.0
222871260,Dispatched Incident,Not Mental Health Incident,Priority 2,10/14/2022 18:26,Fri,18.0,10/14/2022 18:27,10/14/2022 19:48,Charlie,Disturbance Other,Disturbance,Assist Complainant,Assistance,2.0,8384.0,No Report,No,337.0,0.0,0.0,0.0,484530000000.0,4530021112.0,3.0
213451312,Dispatched Incident,Not Mental Health Incident,Priority 2,12/11/2021 20:26,Sat,20.0,12/11/2021 20:32,12/11/2021 20:35,Charlie,Suspicious Person,Suspicious Things,Suspicious Person,Suspicious Things,1.0,205.0,No Report,No,488.0,0.0,0.0,0.0,484530000000.0,4530011011.0,0.0
223211156,Dispatched Incident,Not Mental Health Incident,Priority 1,11/17/2022 21:24,Thu,21.0,11/17/2022 21:31,11/17/2022 21:44,Charlie,Nature Unknown Urgent,Other,Nature Unknown Urgent,Other,2.0,1430.0,Unable To Locate,No,389.0,0.0,0.0,0.0,484530000000.0,4530010001.0,3.0
213281013,Dispatched Incident,Not Mental Health Incident,Priority 1,11/24/2021 18:33,Wed,18.0,11/24/2021 18:50,11/24/2021 19:23,Adam,Reckless Driving Info,Traffic Stop/Hazard,Disturbance Vehicle Urgent,Disturbance,2.0,4000.0,No Report,No,997.0,0.0,0.0,0.0,484910000000.0,4910203341.0,6.0
231840436,Dispatched Incident,Not Mental Health Incident,Priority 3,7/3/2023 8:37,Mon,8.0,7/3/2023 9:02,7/3/2023 9:20,David,Check Welfare Service,Welfare Check,Check Welfare Service,Welfare Check,2.0,1671.0,No Report,No,1671.0,0.0,0.0,0.0,484530000000.0,4530013044.0,5.0
231880979,Dispatched Incident,Not Mental Health Incident,Priority 2,7/7/2023 16:06,Fri,16.0,7/7/2023 16:14,7/7/2023 16:20,Ida,Disturbance Other,Disturbance,Disturbance Other,Disturbance,1.0,345.0,No Report,No,531.0,0.0,0.0,0.0,484530000000.0,4530405003.0,7.0
230190166,Dispatched Incident,Not Mental Health Incident,Priority 2,1/19/2023 3:31,Thu,3.0,1/19/2023 3:44,1/19/2023 3:50,Charlie,Alarm Burglar,Alarms,Alarm Burglar,Alarms,2.0,738.0,False Alarm,No,790.0,0.0,0.0,0.0,484530000000.0,4530009022.0,3.0
240431304,Dispatched Incident,Not Mental Health Incident,Priority 0,2/12/2024 19:31,Mon,19.0,2/12/2024 19:32,2/12/2024 21:12,Frank,Crash Hs,Crashes,Crash Cr3,Crashes,4.0,12312.0,Report Written,Yes,93.0,0.0,0.0,0.0,484530000000.0,4530024371.0,5.0
233411222,Dispatched Incident,Not Mental Health Incident,Priority 2,12/7/2023 19:11,Thu,19.0,12/7/2023 20:28,12/7/2023 21:30,Edward,Disturbance Other,Disturbance,Disturbance Other,Disturbance,1.0,3740.0,Unable To Locate,No,4667.0,0.0,0.0,0.0,484530000000.0,4530449002.0,1.0
240200716,Dispatched Incident,Not Mental Health Incident,Priority 0,1/20/2024 14:12,Sat,14.0,1/20/2024 16:22,1/20/2024 16:22,Baker,Traffic Hazard Hs,Traffic Stop/Hazard,Information,Assistance,1.0,9.0,Non-Police Matter,No,7888.0,0.0,0.0,0.0,484530000000.0,4530003093.0,9.0
220240887,Dispatched Incident,Not Mental Health Incident,Priority 2,1/24/2022 16:54,Mon,16.0,1/24/2022 17:12,1/24/2022 17:15,Frank,Trespass Urgent,Trespassing,Trespass Urgent,Trespassing,2.0,211.0,No Report,No,1129.0,0.0,0.0,0.0,484530000000.0,4530024402.0,2.0
212201659,Dispatched Incident,Not Mental Health Incident,Priority 1,8/8/2021 23:16,Sun,23.0,8/8/2021 23:27,8/9/2021 0:33,Frank,Nature Unknown Urgent,Other,Nature Unknown Urgent,Other,2.0,6689.0,No Report,No,659.0,0.0,0.0,0.0,484530000000.0,4530024431.0,3.0
242650527,Dispatched Incident,Mental Health Incident,Priority 1,9/21/2024 8:28,Sat,8.0,9/21/2024 8:30,9/21/2024 10:18,George,Disturbance Other,Disturbance,Terroristic Threat,Intimidation,3.0,14783.0,Report Written,Yes,190.0,0.0,0.0,0.0,484530000000.0,4530011011.0,1.0
230360769,Dispatched Incident,Not Mental Health Incident,Priority 3,2/5/2023 12:38,Sun,12.0,2/5/2023 19:07,2/5/2023 19:12,Adam,Service,Other,Service,Other,1.0,305.0,No Report,No,23428.0,0.0,0.0,0.0,484530000000.0,4530358001.0,6.0
222920755,Dispatched Incident,Not Mental Health Incident,Priority 3,10/19/2022 14:00,Wed,14.0,10/19/2022 15:21,10/19/2022 16:16,Edward,Missing Service,Missing Persons/Kidnapping,Missing Service,Missing Persons/Kidnapping,1.0,3274.0,Report Written,Yes,4940.0,0.0,0.0,0.0,484530000000.0,4530411002.0,7.0
213121175,Dispatched Incident,Mental Health Incident,Priority 1,11/8/2021 19:19,Mon,19.0,11/8/2021 22:35,11/9/2021 0:21,George,Information,Assistance,Community Police,Administrative,2.0,12295.0,No Report,No,10957.0,0.0,0.0,0.0,484530000000.0,4530011031.0,9.0
233431376,Dispatched Incident,Not Mental Health Incident,Priority 1,12/9/2023 19:53,Sat,19.0,12/9/2023 20:02,12/9/2023 21:09,David,Alarm Robbery,Alarms,False Robbery Alarm,Alarms,2.0,7079.0,False Alarm,No,568.0,0.0,0.0,0.0,484530000000.0,4530013121.0,9.0
231340098,Dispatched Incident,Mental Health Incident,Priority 2,5/14/2023 1:13,Sun,1.0,5/14/2023 1:14,5/14/2023 1:47,Ida,Disturbance Other,Disturbance,Edp Intervention W/Contact,Welfare Check,2.0,3691.0,Report Written MH,No,118.0,0.0,0.0,0.0,484530000000.0,4530003093.0,9.0
231980972,Dispatched Incident,Not Mental Health Incident,Priority 0,7/17/2023 16:39,Mon,16.0,7/17/2023 16:43,7/17/2023 17:01,Adam,Traffic Hazard Hs,Traffic Stop/Hazard,Traffic Hazard Hs,Traffic Stop/Hazard,2.0,1294.0,No Report,No,299.0,0.0,0.0,0.0,484530000000.0,4530308002.0,10.0
221171297,Dispatched Incident,Not Mental Health Incident,Priority 0,4/27/2022 20:25,Wed,20.0,4/27/2022 20:30,4/27/2022 20:35,Charlie,Traffic Hazard Hs,Traffic Stop/Hazard,Traffic Hazard Hs,Traffic Stop/Hazard,1.0,314.0,No Report,No,319.0,0.0,0.0,0.0,484530000000.0,4530011031.0,9.0
222521090,Dispatched Incident,Mental Health Incident,Priority 1,9/9/2022 16:37,Fri,16.0,9/9/2022 16:49,9/9/2022 18:15,Frank,Attempted Suicide Hs,Welfare Check,Emergency Detention,Welfare Check,2.0,6420.0,Report Written MH,No,936.0,0.0,0.0,0.0,484530000000.0,4530024511.0,2.0
220421339,Dispatched Incident,Mental Health Incident,Priority 2,2/11/2022 20:03,Fri,20.0,2/11/2022 21:13,2/11/2022 22:18,Ida,Suspicious Person,Suspicious Things,Edp Intervention W/Contact,Welfare Check,2.0,7775.0,Report Written MH,No,4257.0,0.0,0.0,0.0,484530000000.0,4530015034.0,4.0
230230408,Dispatched Incident,Not Mental Health Incident,Priority 2,1/23/2023 8:49,Mon,8.0,1/23/2023 10:22,1/23/2023 10:32,Henry,Check Welfare Service,Welfare Check,Animal Urgent,Animal Related,1.0,621.0,Report Written,Yes,5580.0,0.0,0.0,0.0,484530000000.0,4530023132.0,3.0
232510830,Dispatched Incident,Not Mental Health Incident,Priority 1,9/8/2023 14:28,Fri,14.0,9/8/2023 14:36,9/8/2023 15:18,Edward,Check Welfare Urgent,Welfare Check,Assist Ems,Assistance,1.0,2521.0,Non-Police Matter,No,608.0,0.0,0.0,0.0,484530000000.0,4530406001.0,4.0
222271307,Dispatched Incident,Not Mental Health Incident,Priority 2,8/15/2022 22:13,Mon,22.0,8/15/2022 22:19,8/15/2022 23:22,Frank,Suspicious Unknown,Suspicious Things,Suspicious Unknown,Suspicious Things,2.0,7201.0,Unable To Locate,No,478.0,0.0,0.0,0.0,484530000000.0,4530024383.0,5.0
231021597,Dispatched Incident,Not Mental Health Incident,Priority 2,4/12/2023 23:26,Wed,23.0,4/12/2023 23:27,4/12/2023 23:49,Charlie,Disturbance Other,Disturbance,Disturbance Other,Disturbance,3.0,1393.0,No Report,No,193.0,0.0,0.0,0.0,484530000000.0,4530009022.0,3.0
222140224,Dispatched Incident,Not Mental Health Incident,Priority 2,8/2/2022 5:10,Tue,5.0,8/2/2022 6:19,8/2/2022 8:02,Charlie,Crash Urgent,Crashes,Crash With City Vehicle,Crashes,2.0,8220.0,Report Written,Yes,4298.0,0.0,0.0,0.0,484530000000.0,4530022141.0,1.0
241900231,Dispatched Incident,Not Mental Health Incident,Priority 1,7/8/2024 4:45,Mon,4.0,7/8/2024 4:51,7/8/2024 6:27,Edward,Check Welfare Urgent,Welfare Check,Check Welfare Urgent,Welfare Check,6.0,18910.0,No Report,No,635.0,0.0,0.0,0.0,484530000000.0,4530439002.0,7.0
240991151,Dispatched Incident,Not Mental Health Incident,Priority 0,4/8/2024 18:08,Mon,18.0,4/8/2024 18:14,4/8/2024 19:32,Edward,Disturbance Hs,Disturbance,Assault With Injury,Simple Assault,4.0,15334.0,Report Written,Yes,344.0,0.0,0.0,0.0,484530000000.0,4530401003.0,4.0
233521023,Dispatched Incident,Not Mental Health Incident,Priority 2,12/18/2023 17:37,Mon,17.0,12/18/2023 18:21,12/18/2023 19:31,Ida,Suspicious Person,Suspicious Things,Suspicious Person,Suspicious Things,2.0,6280.0,Unable To Locate,No,2633.0,0.0,0.0,0.0,484530000000.0,4530433002.0,4.0
242181335,Dispatched Incident,Not Mental Health Incident,Priority 2,8/5/2024 20:03,Mon,20.0,8/5/2024 20:15,8/5/2024 21:10,David,Disturbance Other,Disturbance,Disturbance Other,Disturbance,1.0,3308.0,No Report,No,806.0,0.0,0.0,0.0,484530000000.0,4530313002.0,8.0
222660601,Dispatched Incident,Not Mental Health Incident,Priority 3,9/23/2022 10:27,Fri,10.0,9/23/2022 12:34,9/23/2022 12:35,Charlie,Nature Unknown Urgent,Other,Disturbance Service,Disturbance,1.0,53.0,Supplement Written,No,7691.0,0.0,0.0,0.0,484530000000.0,4530004022.0,1.0
233130781,Dispatched Incident,Not Mental Health Incident,Priority 2,11/9/2023 13:13,Thu,13.0,11/9/2023 13:25,11/9/2023 14:40,Ida,Suspicious Vehicle,Suspicious Things,Poss Drg Paraphernalia,Drugs,4.0,11275.0,Report Written,Yes,755.0,0.0,0.0,0.0,484530000000.0,4530021133.0,1.0
222251157,Dispatched Incident,Not Mental Health Incident,Priority 2,8/13/2022 17:34,Sat,17.0,8/13/2022 18:12,8/13/2022 18:12,David,Theft,Theft,Theft,Theft,1.0,15.0,No Report,No,2322.0,0.0,0.0,0.0,484530000000.0,4530019103.0,8.0
241451276,Dispatched Incident,Not Mental Health Incident,Priority 2,5/24/2024 19:33,Fri,19.0,5/24/2024 20:08,5/24/2024 20:48,Ida,Suspicious Unknown,Suspicious Things,Suspicious Unknown,Suspicious Things,1.0,2440.0,No Report,No,2168.0,0.0,0.0,0.0,484530000000.0,4530402001.0,1.0
232340319,Dispatched Incident,Not Mental Health Incident,Priority 2,8/22/2023 7:24,Tue,7.0,8/22/2023 7:29,8/22/2023 7:32,Frank,Alarm Burglar,Alarms,False Burglar Alarm,Alarms,1.0,182.0,False Alarm,No,285.0,0.0,0.0,0.0,484530000000.0,4530318002.0,5.0
213111566,Dispatched Incident,Not Mental Health Incident,Priority 1,11/7/2021 23:03,Sun,23.0,11/7/2021 23:10,11/7/2021 23:29,Baker,Alarm Robbery,Alarms,False Robbery Alarm,Alarms,3.0,3287.0,False Alarm,No,465.0,0.0,0.0,0.0,484530000000.0,4530307001.0,10.0
221061156,Dispatched Incident,Not Mental Health Incident,Priority 3,4/16/2022 17:24,Sat,17.0,4/16/2022 18:37,4/16/2022 18:39,Edward,Check Welfare Service,Welfare Check,Check Welfare Service,Welfare Check,1.0,137.0,No Report,No,4449.0,0.0,0.0,0.0,484530000000.0,4530401001.0,4.0
211881168,Dispatched Incident,Not Mental Health Incident,Priority 2,7/7/2021 18:07,Wed,18.0,7/7/2021 18:41,7/7/2021 20:43,Baker,Suspicious Person,Suspicious Things,Doc Abusive Language,Disorderly Conduct,2.0,11283.0,Report Written,Yes,2052.0,0.0,0.0,0.0,484530000000.0,4530323003.0,10.0
212691023,Dispatched Incident,Not Mental Health Incident,Priority 1,9/26/2021 15:43,Sun,15.0,9/26/2021 15:48,9/26/2021 19:43,Henry,Check Welfare Urgent,Welfare Check,Dwi .15 Bac Or Above,DUI/DWI,2.0,16103.0,Report Written,Yes,380.0,0.0,0.0,0.0,484530000000.0,4530023151.0,3.0
231860970,Dispatched Incident,Not Mental Health Incident,Priority 3,7/5/2023 16:44,Wed,16.0,7/5/2023 17:22,7/5/2023 17:23,George,Doc / C.o. Violation,Disorderly Conduct,Doc / C.o. Violation,Disorderly Conduct,1.0,80.0,No Report,No,2296.0,0.0,0.0,0.0,484530000000.0,4530011021.0,9.0
233121353,Dispatched Incident,Not Mental Health Incident,Priority 2,11/8/2023 20:05,Wed,20.0,11/8/2023 20:19,11/8/2023 21:44,George,Disturbance Other,Disturbance,Disturbance Other,Disturbance,2.0,6256.0,Report Written,Yes,860.0,0.0,0.0,0.0,484530000000.0,4530011011.0,1.0
220841547,Dispatched Incident,Not Mental Health Incident,Priority 0,3/25/2022 22:01,Fri,22.0,3/25/2022 22:07,3/25/2022 22:21,Baker,Kidnapping Abduction Hs,Missing Persons/Kidnapping,Kidnapping Abduction Hs,Missing Persons/Kidnapping,3.0,1724.0,No Report,No,445.0,0.0,0.0,0.0,484530000000.0,4530006012.0,9.0
241091327,Dispatched Incident,Not Mental Health Incident,Priority 2,4/18/2024 19:22,Thu,19.0,4/18/2024 19:53,4/18/2024 20:16,Edward,Traffic Hazard,Traffic Stop/Hazard,Traffic Hazard,Traffic Stop/Hazard,1.0,1360.0,No Report,No,2015.0,0.0,0.0,0.0,484530000000.0,4530415002.0,1.0
232521321,Dispatched Incident,Not Mental Health Incident,Priority 0,9/9/2023 20:08,Sat,20.0,9/9/2023 20:12,9/9/2023 21:44,Edward,Check Welfare Urgent,Welfare Check,Family Disturbance,Disturbance,5.0,14663.0,Report Written,Yes,503.0,0.0,0.0,0.0,484530000000.0,4530409004.0,4.0
222390810,Dispatched Incident,Not Mental Health Incident,Priority 1,8/27/2022 12:43,Sat,12.0,8/27/2022 12:57,8/27/2022 13:51,Edward,Gun Urgent,Shoot/Stab,Road Rage,Traffic Stop/Hazard,1.0,3209.0,No Report,No,915.0,0.0,0.0,0.0,484530000000.0,4530439002.0,7.0
221521548,Dispatched Incident,Not Mental Health Incident,Priority 1,6/1/2022 23:16,Wed,23.0,6/1/2022 23:27,6/1/2022 23:29,Charlie,Check Welfare Urgent,Welfare Check,Check Welfare Urgent,Welfare Check,1.0,130.0,Unable To Locate,No,704.0,0.0,0.0,0.0,484530000000.0,4530009022.0,3.0
233540328,Dispatched Incident,Not Mental Health Incident,Priority 2,12/20/2023 8:12,Wed,8.0,12/20/2023 8:20,12/20/2023 8:24,Adam,Alarm Burglar,Alarms,False Burglar Alarm,Alarms,1.0,273.0,False Alarm,No,507.0,0.0,0.0,0.0,484530000000.0,4530454003.0,7.0
230520325,Dispatched Incident,Not Mental Health Incident,Priority 2,2/21/2023 9:49,Tue,9.0,2/21/2023 11:16,2/21/2023 11:50,Henry,Disturbance Other,Disturbance,Disturbance Other,Disturbance,3.0,5080.0,Unable To Locate,No,5315.0,0.0,0.0,0.0,484530000000.0,4530023132.0,3.0
223520585,Dispatched Incident,Not Mental Health Incident,Priority 2,12/18/2022 11:36,Sun,11.0,12/18/2022 12:35,12/18/2022 12:51,Frank,Suspicious Person,Suspicious Things,Suspicious Person,Suspicious Things,1.0,926.0,No Report,No,3608.0,0.0,0.0,0.0,484530000000.0,4530024133.0,2.0
233561090,Dispatched Incident,Not Mental Health Incident,Priority 1,12/22/2023 17:35,Fri,17.0,12/22/2023 17:43,12/22/2023 23:05,Edward,Disturbance Urgent,Disturbance,Ucw,Weapons/Firearms Violations,2.0,31259.0,Report Written,Yes,547.0,0.0,0.0,0.0,484530000000.0,4530438002.0,1.0
241071082,Dispatched Incident,Mental Health Incident,Priority 3,4/16/2024 18:23,Tue,18.0,4/16/2024 23:34,4/17/2024 0:47,Adam,Service,Other,Emergency Detention,Welfare Check,1.0,4366.0,Report Written,Yes,18804.0,0.0,0.0,0.0,484530000000.0,4530422001.0,7.0
212000577,Dispatched Incident,Mental Health Incident,Priority 1,7/19/2021 10:18,Mon,10.0,7/19/2021 10:33,7/19/2021 12:05,Adam,Check Welfare Urgent,Welfare Check,Emergency Detention,Welfare Check,2.0,6211.0,Report Written MH,No,956.0,0.0,0.0,0.0,484910000000.0,4910205094.0,6.0
230090097,Dispatched Incident,Not Mental Health Incident,Priority 1,1/9/2023 2:01,Mon,2.0,1/9/2023 2:11,1/9/2023 3:02,Charlie,Nature Unknown Urgent,Other,Nature Unknown Urgent,Other,2.0,5977.0,Unable To Locate,No,701.0,0.0,0.0,0.0,484530000000.0,4530022111.0,1.0
212990051,Dispatched Incident,Not Mental Health Incident,Priority 0,10/26/2021 1:12,Tue,1.0,10/26/2021 1:17,10/26/2021 8:40,Ida,Burglary Hs,Burglary,Burg Of Res-Sexual Nature,Burglary,4.0,58799.0,Supplement Written,Yes,394.0,0.0,0.0,0.0,484530000000.0,4530021131.0,1.0
241560305,Dispatched Incident,Not Mental Health Incident,Priority 2,6/4/2024 6:34,Tue,6.0,6/4/2024 6:51,6/4/2024 6:58,David,Alarm Burglar,Alarms,Alarm Burglar,Alarms,1.0,403.0,False Alarm,No,1159.0,0.0,0.0,0.0,484530000000.0,4530019202.0,8.0
211820776,Dispatched Incident,Not Mental Health Incident,Priority 2,7/1/2021 12:45,Thu,12.0,7/1/2021 13:51,7/1/2021 14:22,Henry,Disturbance Other,Disturbance,Disturbance Other,Disturbance,1.0,1844.0,No Report,No,4030.0,0.0,0.0,0.0,484530000000.0,4530023145.0,3.0
233131388,Dispatched Incident,Not Mental Health Incident,Priority 0,11/9/2023 21:16,Thu,21.0,11/9/2023 21:20,11/10/2023 0:18,Frank,Crash Hs,Crashes,Failure Stop And Render Aid,Crashes,3.0,22106.0,Report Written,Yes,269.0,0.0,0.0,0.0,484530000000.0,4530319002.0,5.0
221071585,Dispatched Incident,Not Mental Health Incident,Priority 0,4/17/2022 23:52,Sun,23.0,4/18/2022 0:02,4/18/2022 1:35,Edward,Disturbance Hs,Disturbance,Disturbance Hs,Disturbance,3.0,10683.0,Unable To Locate,No,634.0,0.0,0.0,0.0,484530000000.0,4530419001.0,7.0
220881479,Dispatched Incident,Not Mental Health Incident,Priority 1,3/29/2022 22:58,Tue,22.0,3/29/2022 23:23,3/30/2022 0:03,David,Trace,Other,Nature Unknown Urgent,Other,2.0,4781.0,No Report,No,605.0,0.0,0.0,0.0,484530000000.0,4530304002.0,5.0
221090367,Dispatched Incident,Not Mental Health Incident,Priority 2,4/19/2022 10:10,Tue,10.0,4/19/2022 10:17,4/19/2022 10:30,Baker,Suspicious Person,Suspicious Things,Suspicious Person,Suspicious Things,1.0,755.0,No Report,No,479.0,0.0,0.0,0.0,484530000000.0,4530003091.0,9.0
233460471,Dispatched Incident,Not Mental Health Incident,Priority 3,12/12/2023 10:10,Tue,10.0,12/12/2023 11:11,12/12/2023 11:59,Baker,Check Welfare Service,Welfare Check,Check Welfare Service,Welfare Check,1.0,2852.0,No Report,No,3724.0,0.0,0.0,0.0,484530000000.0,4530006082.0,9.0
230200317,Dispatched Incident,Not Mental Health Incident,Priority 0,1/20/2023 7:28,Fri,7.0,1/20/2023 7:29,1/20/2023 8:04,George,Disturbance Hs,Disturbance,Family Disturbance,Disturbance,2.0,3421.0,Report Written,Yes,146.0,0.0,0.0,0.0,484530000000.0,4530011011.0,9.0
231341478,Dispatched Incident,Not Mental Health Incident,Priority 1,5/14/2023 23:27,Sun,23.0,5/14/2023 23:31,5/15/2023 0:22,David,Check Welfare Urgent,Welfare Check,Check Welfare Urgent,Welfare Check,3.0,6591.0,No Report,No,318.0,0.0,0.0,0.0,484530000000.0,4530020043.0,5.0
232170489,Dispatched Incident,Not Mental Health Incident,Priority 3,8/5/2023 8:41,Sat,8.0,8/5/2023 9:07,8/5/2023 9:08,Frank,Crash Service,Crashes,Crash Service,Crashes,2.0,54.0,No Report,No,1747.0,0.0,0.0,0.0,484530000000.0,4530024433.0,2.0
240800962,Dispatched Incident,Not Mental Health Incident,Priority 2,3/20/2024 17:03,Wed,17.0,3/20/2024 17:49,3/20/2024 18:31,Ida,Suspicious Person,Suspicious Things,Suspicious Person,Suspicious Things,1.0,2566.0,No Report,No,2790.0,0.0,0.0,0.0,484530000000.0,4530015052.0,7.0
230330907,Dispatched Incident,Not Mental Health Incident,Priority 2,2/2/2023 16:07,Thu,16.0,2/2/2023 20:32,2/2/2023 21:38,Henry,Disturbance Urgent,Disturbance,Disturbance Other,Disturbance,2.0,4752.0,No Report,No,15946.0,0.0,0.0,0.0,484530000000.0,4530023212.0,3.0
222210170,Dispatched Incident,Not Mental Health Incident,Priority 2,8/9/2022 4:04,Tue,4.0,8/9/2022 4:23,8/9/2022 5:15,George,Trespass Urgent,Trespassing,Trespass Urgent,Trespassing,1.0,3110.0,No Report,No,1189.0,0.0,0.0,0.0,484530000000.0,4530011032.0,9.0
231610121,Dispatched Incident,Not Mental Health Incident,Priority 2,6/10/2023 1:32,Sat,1.0,6/10/2023 1:55,6/10/2023 2:01,George,Trespass Urgent,Trespassing,Suspicious Person,Suspicious Things,1.0,351.0,No Report,No,1398.0,0.0,0.0,0.0,484530000000.0,4530011032.0,9.0
231951259,Dispatched Incident,Not Mental Health Incident,Priority 3,7/14/2023 19:42,Fri,19.0,7/14/2023 20:44,7/14/2023 21:05,Henry,Crash Service,Crashes,Crash Service,Crashes,1.0,1289.0,No Report,No,3951.0,0.0,0.0,0.0,484530000000.0,4530023151.0,3.0
232310092,Dispatched Incident,Not Mental Health Incident,Priority 2,8/19/2023 1:07,Sat,1.0,8/19/2023 1:24,8/19/2023 2:08,David,Suspicious Person,Suspicious Things,Suspicious Person,Suspicious Things,3.0,6647.0,Unable To Locate,No,1140.0,0.0,0.0,0.0,484530000000.0,4530335001.0,8.0
232361439,Dispatched Incident,Not Mental Health Incident,Priority 2,8/24/2023 21:58,Thu,21.0,8/24/2023 22:10,8/24/2023 23:39,Edward,Gun Other,Shoot/Stab,Gun Other,Shoot/Stab,6.0,12057.0,No Report,No,861.0,0.0,0.0,0.0,484530000000.0,4530407002.0,4.0
220491422,Dispatched Incident,Not Mental Health Incident,Priority 2,2/18/2022 22:15,Fri,22.0,2/18/2022 22:19,2/18/2022 22:26,Baker,Suspicious Person,Suspicious Things,Suspicious Person,Suspicious Things,1.0,414.0,Unable To Locate,No,270.0,0.0,0.0,0.0,484530000000.0,4530003042.0,9.0
232331082,Dispatched Incident,Not Mental Health Incident,Priority 3,8/21/2023 16:54,Mon,16.0,8/21/2023 17:27,8/21/2023 17:54,David,Check Welfare Service,Welfare Check,Check Welfare Service,Welfare Check,1.0,1644.0,No Report,No,2082.0,0.0,0.0,0.0,484530000000.0,4530348002.0,8.0
242080704,Dispatched Incident,Not Mental Health Incident,Priority 2,7/26/2024 12:44,Fri,12.0,7/26/2024 12:57,7/26/2024 13:31,Frank,Gun Other,Shoot/Stab,Gun Other,Shoot/Stab,1.0,2015.0,No Report,No,885.0,0.0,0.0,0.0,484530000000.0,4530024371.0,5.0
232770503,Dispatched Incident,Not Mental Health Incident,Priority 2,10/4/2023 10:03,Wed,10.0,10/4/2023 10:41,10/4/2023 10:45,Baker,Traffic Hazard,Traffic Stop/Hazard,Traffic Hazard,Traffic Stop/Hazard,1.0,243.0,No Report,No,2214.0,0.0,0.0,0.0,484530000000.0,4530016032.0,10.0
220081165,Dispatched Incident,Not Mental Health Incident,Priority 1,1/8/2022 21:16,Sat,21.0,1/8/2022 21:19,1/8/2022 21:50,Henry,Shots Fired,Shoot/Stab,Shots Fired,Shoot/Stab,2.0,3691.0,No Report,No,206.0,0.0,0.0,0.0,484530000000.0,4530023161.0,3.0
212461622,Dispatched Incident,Not Mental Health Incident,Priority 1,9/3/2021 21:30,Fri,21.0,9/3/2021 21:44,9/3/2021 22:00,Henry,Alarm Burglar,Alarms,False Burglar Alarm,Alarms,1.0,959.0,False Alarm,No,852.0,0.0,0.0,0.0,484530000000.0,4530013111.0,9.0
